info,url,more,time
Колькасць паліцэйскіх на пляжах Туніса вырасла ў паўтара раза,/be/news/20160629/1467198707-kolkasc-paliceyskih-na-plyazhah-tunisa-vyrasla-u-pautara-raza,"Каля 1,5 тыс. паліцэйскіх будуць патруляваць пляжы краіны летам 2016 года. Гэта на 50% больш, чым годам раней.",29.06.2016
"Браніраванне на сайце ""Белавія"" ў ноч на 1 ліпеня не будзе даступна",/be/news/20160629/1467195698-braniravanne-na-sayce-belaviya-u-noch-na-1-lipenya-ne-budze-dastupna,"Браніраванне авіябілетаў на сайце ААТ ""Авіякампанія ""Белавія"" ноччу з 30 чэрвеня на 1 ліпеня ажыццяўляцца не будзе, паведамілі ў прэс-службе авіяперавозчыка.",29.06.2016
Ананімны Twitter-акаўнт прадказаў тэракты ў Стамбуле,/be/news/20160629/1467198213-ananimny-twitter-akaunt-pradkazau-terakty-u-stambule,Карыстальнік Twitter пад нікам Fuat Avni Mizah апублікаваў паведамленне пра выбухі ў Стамбуле за некалькі гадзін да тэракту ў аэрапорце Атацюрк,29.06.2016
Пералік відаў работ для альтэрнатыўшчыкаў складаецца з 84 пунктаў,/be/news/20160629/1467195240-peralik-vidau-rabot-dlya-alternatyushchykau-skladaecca-z-84-punktau,У Беларусі зацверджана палажэнне аб парадку і ўмовах праходжання грамадзянамі альтэрнатыўнай службы.,29.06.2016
Прэзідэнт: у Беларусі ўзрушаны вераломствам тэрарыстаў у Стамбуле,/be/news/20160629/1467211827-prezident-u-belarusi-uzrushany-veralomstvam-terarystau-u-stambule,Аб гэтым паведамілі ў прэс-службе беларускага лідара.,29.06.2016
Уладзімір Пуцін даручыў зняць абмежаванні на наведванне Турцыі,/be/news/20160629/1467204709-uladzimir-pucin-daruchyu-znyac-abmezhavanni-na-navedvanne-turcyi,"Адносіны Расіі і Турцыі перажываюць крызіс з лістапада 2015 года, калі самалёт турэцкіх ВПС збіў расійскі бамбавік у Сірыі.",29.06.2016
У канадскім горадзе Місісога прагрымелі выбухі ў жылых дамах,/be/news/20160629/1467199263-u-kanadskim-goradze-misisoga-pragrymeli-vybuhi-u-zhylyh-damah,"Загінуў адзін чалавек, яшчэ дзевяць пацярпелі.",29.06.2016
Вынікі ЦТ па хіміі з'явяцца на сайце РІКВ другой палавіне дня,/be/news/20160629/1467195486-vynikah-ct-pa-himii-zyavyacca-na-sayce-rikv-drugoy-palavine-dnya,"Інфармацыя аб выніках цэнтралізаванага тэсціравання (ЦТ) па хіміі з'явіцца на сайце Рэспубліканскага інстытута кантролю ведаў сёння, 29 чэрвеня, у другой палавіне дня.",29.06.2016
Папраўкі ў закон аб лекавых сродках прызнаны адпаведнымі Канстытуцыі,/be/news/20160629/1467192868-paprauki-u-zakon-ab-lekavyh-srodkah-pryznany-adpavednymi-kanstytucyi,"Аб гэтым гаворыцца ў рашэнні Канстытуцыйнага суда нумар Р-1040/2016 ад 21 чэрвеня 2016 года, якое апублікавана сёння на Нацыянальным прававым інтэрнэт-партале.",29.06.2016
Сярод ахвяраў нападу на аэрапорт Стамбула ёсць грамадзянка Украіны,/be/news/20160629/1467199425-syarod-ahvyarau-napadu-na-aeraport-stambula-yosc-gramadzyanka-ukrainy,Таксама адзін расіянін і адзін украінец атрымалі раненні.,29.06.2016
Беларусь асудзіла жорсткую атаку тэрарыстаў на аэрапорт у Стамбуле,/be/news/20160629/1467197576-belarus-asudzila-zhorstkuyu-ataku-terarystau-na-aeraport-u-stambule,Аб гэтым паведамілі ў прэс-службе Міністэрства замежных спраў Беларусі.,29.06.2016
У Каліфорніі сабралі подпісы за легалізацыю марыхуаны,/be/news/20160629/1467197107-u-kalifornii-sabrali-podpisy-za-legalizacyyu-maryhuany,Кампанія за легалізацыю лёгкага наркотыку прыцягнула прыватнае фінансаванне - з боку былога прэзідэнта Facebook Шона Паркера.,29.06.2016
30 чэрвеня будзе ўведзены аранжавы ўзровень небяспекі,/be/news/20160629/1467192494-30-chervenya-budze-uvedzeny-aranzhavy-uzroven-nebyaspeki,"У чацвер, 30 чэрвеня, днём на большай частцы тэрыторыі Брэсцкай вобласці тэмпература паветра дасягне 30-31 градус цяпла.",29.06.2016
Міністр замежных спраў Чэхіі наведвае Беларусь 29-30 чэрвеня,/be/news/20160629/1467193844-ministr-zamezhnyh-sprau-chehii-navedvae-belarus-29-30-chervenya,"У ведамстве дадалі, што 30 чэрвеня чэшскі дыпламат Любамір Зааралек правядзе перагаворы з міністрам замежных спраў Беларусі Уладзімірам Макеем.",29.06.2016
Прэм'ер Канады Джасцін Трюдо паабяцаў адмяніць візы для мексіканцаў,/be/news/20160629/1467193393-premer-kanady-dzhascin-tryudo-paabyacau-admyanic-vizy-dlya-meksikancau,"Яны былі ўведзеныя для таго, каб скараціць колькасць мексіканцаў, якія прасілі прытулку ў Канадзе.",29.06.2016
Інтэрвал руху паяздоў Мінскага метрапалітэна зменіцца 3 ліпеня,/be/news/20160629/1467192269-interval-ruhu-payazdou-minskaga-metrapalitena-zmenicca-3-lipenya,Аб гэтым паведаміў прэс-сакратар сталічнай падземкі Андрэй Кузьмін.,29.06.2016
Казахстан абралі новым непастаянным членам Савета Бяспекі ААН,/be/news/20160629/1467189412-kazahstan-abrali-novym-nepastayannym-chlenam-saveta-byaspeki-aan,2-гадовы тэрмін пачнецца з 1 студзеня 2017.,29.06.2016
БРСМ падарыць нованароджаным абярэгі з арнаментам,/be/news/20160629/1467183442-brsm-padaryc-novanarodzhanym-abyaregi-z-arnamentam,"Свята ""Дзень вышыванкі"" пройдзе ў Беларусі 2 ліпеня.",29.06.2016
У сталіцы вызначаць лепшы буктрэйлер,/be/news/20160629/1467186571-u-stalicy-vyznachac-lepshy-buktreyler,"Сёння ў 14 гадзін у круглай зале Нацыянальнай бібліятэкі Беларусі адбудзецца прэзентацыя вынікаў творчага конкурсу буктрэйлераў ""Сусветная мастацкая літаратура”.",29.06.2016
Шэсць чалавек загінулі ў калодзежы ў Крупскім раёне,/be/news/20160629/1467184880-shesc-chalavek-zaginuli-u-kalodzezhy-u-krupskim-rayone,Міністэрства па надзвычайных сітуацыях выказвае глыбокія спачуванні родным і блізкім загінулых.,29.06.2016
Аэрапорт у Стамбуле аднавіў работу,/be/news/20160629/1467184344-aeraport-u-stambule-adnaviu-rabotu,Цяпер ажыццяўляецца прыём і адпраўка рэйсаў. Аб гэтым паведамляюць інфармацыйныя агенцтвы са спасылкай на заяву прэм'ер-міністра краіны Біналі Йылдырыма.,29.06.2016
"БК ""Цмокі-Мінск"" афіцыйна пацвердзіў удзел у Адзінай лізе ВТБ",/be/news/20160629/1467183153-bk-cmoki-minsk-aficyyna-pacverdziu-udzel-u-adzinay-lize-vtb,"Баскетбольны клуб ""Цмокі-Мінск"" 28 чэрвеня афіцыйна пацвердзіў свой удзел у Адзінай лізе ВТБ у сезоне-2016/2017, паведамілі ў адміністрацыі мінскай каманды.",29.06.2016
