info,url,more,time
Андрэй Белякоў: моладзь Беларусі ведае сваю гісторыю і шануе культуру,/be/news/20160702/1467463833-andrey-belyakou-moladz-belarusi-vedae-svayu-gistoryyu-i-shanue-kulturu,"У Мінску адкрыўся ""Дзень вышыванкі""",02.07.2016
У Сербіі узброены аўтаматам мужчына ўчыніў бойню ў кафэ,/be/news/20160702/1467460973-u-serbii-uzbroeny-autamatam-muzhchyna-uchyniu-boynyu-u-kafe,"Сведкі распавялі, што мужчына зайшоў у кафэ і ўбачыў сваю жонку ў кампаніі сяброў.",02.07.2016
"Тэмпературныя рэкорды дня пабітыя 1 ліпеня ў Мінску, Магілёве і Пінску",/be/news/20160702/1467463231-temperaturnyya-rekordy-dnya-pabityya-1-lipenya-u-minsku-magilyove-i-pinsku,"Пікавае значэнне -  плюс 33,4 градуса, якое было адзначана ў 2012 годзе, затрымалася.",02.07.2016
Напад на кафэ ў Бангладэш: 20 закладнікаў забітыя ісламістамі,/be/news/20160702/1467459435-napad-na-kafe-u-bangladesh-20-zakladnikau-zabityya-islamistami,"Шасцёра тых, хто нападаў, забітыя.",02.07.2016
Мінлясгас: будзьце асцярожныя пры наведванні лясоў,/be/news/20160701/1467398794-minlyasgas-budzce-ascyarozhnyya-pry-navedvanni-lyasou,"Толькі за мінулыя суткі ліквідаваныя 7 лясных пажараў на агульнай плошчы 1,68 га, 4 тарфяныя пажары на агульнай плошчы 3643 га і 12 пажараў травы і кустоў на агульнай плошчы 3235 га.",02.07.2016
Знішчальнікі F-35 упершыню здзейснілі пералёт праз Атлантыку,/be/news/20160701/1467390184-znishchalniki-f-35-upershynyu-zdzeysnili-peralyot-praz-atlantyku,Пра гэта паведамляе выданне Defence News.,02.07.2016
" 2 ліпеня пройдзе музычны open air фестываль ""МОСТ-2016""",/be/news/20160701/1467359199-2-lipenya-proydze-muzychny-open-air-festyval-most-2016,"Фестываль пройдзе на  аэрадроме ""Баравая"", пачатак у 15 гадзін.",02.07.2016
У Беларусь паступаюць замежныя віншаванні з Днём Незалежнасці,/be/news/20160702/1467454227-u-belarus-pastupayuc-zamezhnyya-vinshavanni-z-dnyom-nezalezhnasci,Пра гэта паведамілі ў прэс-службе беларускага лідара.,02.07.2016
Цяжарнай акуле упершыню зрабілі УГД,/be/news/20160701/1467387952-cyazharnay-akule-upershynyu-zrabili-ugd,Пра гэта паведамляе Popular Science.,02.07.2016
Гарачыня з навальнічнымі дажджамі чакаецца ў Беларусі ў выхадныя,/be/news/20160701/1467367702-garachynya-z-navalnichnymi-dazhdzhami-chakaecca-u-belarusi-u-vyhadnyya,"Паведамілі ў Рэспубліканскім цэнтры па гідраметэаралогіі, кантролі радыеактыўнага забруджвання і маніторынгу навакольнага асяроддзя Мінпрыроды.",02.07.2016
Аб афармленні першасных уліковых дакументаў пасля дэнамінацыі,/be/news/20160701/1467398452-ab-afarmlenni-pershasnyh-ulikovyh-dakumentau-paslya-denaminacyi,Міністэрства фінансаў тлумачыць парадак афармлення першасных уліковых дакументаў.,01.07.2016
Рымскі Калізей адмылі падчас рэстаўрацыі за €25 млн,/be/news/20160701/1467387458-rymski-kalizey-admyli-padchas-restauracyi-za-eu25-mln,"Калізей адмывалі на працягу трох гадоў, увесь гэты час доступ у амфітэатр не закрываўся. Першы этап афіцыйна завяршыўся ў пятніцу, 1 ліпеня.",01.07.2016
Лукашэнка павіншаваў Сі Цзіньпіна з 95-годдзем стварэння КПК,/be/news/20160701/1467397876-lukashenka-pavinshavau-si-czinpina-z-95-goddzem-stvarennya-kpk,Пра гэта паведамілі ў прэс-службе беларускага лідара.,01.07.2016
Работу некаторых маршрутаў гартранспарту ў Мінску 3 ліпеня прадоўжаць,/be/news/20160701/1467355684-rabotu-nekatoryh-marshrutau-gartranspartu-u-minsku-3-lipenya-pradouzhac,"Работу некаторых маршрутаў гарадскога пасажырскага транспарту ў Мінску 3 ліпеня прадоўжаць да 1.30. Такая інфармацыя размешчана на сайце дзяржаўнага прадпрыемства ""Мінсктранс"".",01.07.2016
"Грошы, што зарабляюцца краінай, ідуць на развіццё эканомікі",/be/news/20160701/1467397754-groshy-shto-zarablyayucca-krainay-iduc-na-razviccyo-ekanomiki,"Дзякуючы моцнай ролі дзяржавы ўсе сродкі, што зарабляюцца краінай, укладваюцца ў развіццё эканомікі і сацыяльнай сферы.",01.07.2016
Аграгарадкі стануць асновай аграіндустрыі ў Беларусі,/be/news/20160701/1467397368-agragaradki-stanuc-asnovay-agraindustryi-u-belarusi,"Аб гэтым Прэзідэнт Аляксандр Лукашэнка заявіў сёння, выступаючы на ўрачыстым сходзе з нагоды Дня Незалежнасці Беларусі.",01.07.2016
У Амерыцы злодзеі скралі дах жылога дома,/be/news/20160701/1467387214-u-amerycy-zlodzei-skrali-dah-zhyloga-doma,"Гаспадар дома не адразу выявіў прапажу, паведамляе Thv11.com.",01.07.2016
Стварэнне ў Беларусі ракетнага ўзбраення - фактар стрымлівання,/be/news/20160701/1467394109-stvarenne-u-belarusi-raketnaga-uzbraennya-faktar-strymlivannya,"Аб гэтым Прэзідэнт Беларусі Аляксандр Лукашэнка заявіў сёння, выступаючы на ўрачыстым сходзе з нагоды Дня Незалежнасці Беларусі.",01.07.2016
БЧ уключыла ў склад цягніка Мінск-Рыга вагон з месцамі для сядзення,/be/news/20160701/1467372110-bch-uklyuchyla-u-sklad-cyagnika-minsk-ryga-vagon-z-mescami-dlya-syadzennya,"Беларуская чыгунка з 1 ліпеня ўключыла ў склад цягніка міжнародных ліній №88 / 87 Мінск-Рыга вагон з месцамі для сядзення, паведамілі ў прэс-службе БЧ.",01.07.2016
Прэзідэнт: Беларусь абавязкова выйдзе на новы ўзровень эканомікі,/be/news/20160701/1467390903-prezident-belarus-abavyazkova-vyydze-na-novy-uzroven-ekanomiki,"Аляксандр Лукашэнка падкрэсліў, што галоўная апора маладой беларускай дзяржавы - гэта з'яднанасць яе грамадзян і іх стваральная праца.",01.07.2016
Прэзідэнт агучыў галоўны паказчык дасягненняў суверэннай Беларусі,/be/news/20160701/1467390801-prezident-nazvau-galouny-pakazchyk-dasyagnennyau-suverennay-belarusi,Галоўны паказчык дасягненняў суверэннай Беларусі - клопат аб людзях.,01.07.2016
Прэзідэнт назваў кашчунствам спробы прынізіць заслугі партызан,/be/news/20160701/1467390654-prezident-nazvau-kashchunstvam-sproby-prynizic-zaslugi-partyzan,Спробы прынізіць заслугі беларускіх партызан і падпольшчыкаў у гады Вялікай Айчыннай вайны выглядаюць кашчунствам.,01.07.2016
Згаранне касмічнага карабля ў атмасферы знялі з самалёта,/be/news/20160701/1467387029-zgaranne-kasmichnaga-karablya-u-atmasfery-znyali-z-samalyota,Пра гэта паведамляе Popular Science.,01.07.2016
"ФК ""Дынама-Мінск"" перамог у 1-ым кваліфікацыйным раўндзе Лігі Еўропы",/be/news/20160701/1467367448-fk-dynama-minsk-peramog-u-1-ym-kvalifikacyynym-raundze-ligi-europy,"Футбалісты мінскага ""Дынама"" паспяхова пачалі выступленне ў першым кваліфікацыйным раўндзе Лігі Еўропы.",01.07.2016
Свой прафесійны юбілей работнікі ДАІ сустрэнуць на службе,/be/news/20160701/1467398169-svoy-prafesiyny-yubiley-rabotniki-dai-sustrenuc-na-sluzhbe,У выхадныя дні Дзяржаўтаінспекцыя будзе забяспечваць грамадскі парадак і бяспеку дарожнага руху ў месцах правядзення культурна-масавых мерапрыемстваў.,01.07.2016
2 беларускія спартсмены пройдуць дадатковую праверку наконт мельдонію,/be/news/20160701/1467372629-2-belaruskiya-spartsmeny-proyduc-dadatkovuyu-praverku-nakont-meldoniyu,"Аб гэтым беларускаму боку паведаміла Сусветнае антыдопінгавае агенцтва (WADA), паведамілі ў прэс-службе Міністэрства спорту і турызму.",01.07.2016
Біёлагі знайшлі спосаб перамагчы герпес,/be/news/20160701/1467386718-biyolagi-znayshli-sposab-peramagchy-gerpes,Артыкул апублікаваны ў часопісе PLOS Pathogens.,01.07.2016
У Кітаі пенсіянерка 5 гадоў будавала палац з фарфору,/be/news/20160701/1467380887-u-kitai-pensiyanerka-5-gadou-budavala-palac-z-farforu,Пенсіянерка плануе пабудаваць яшчэ некалькі фарфоравых дамоў у краіне.,01.07.2016
"Беларускі галкіпер Аляксандр Гутар перайшоў у ФК ""Арэнбург""",/be/news/20160701/1467356358-belaruski-galkiper-alyaksandr-gutar-perayshou-u-fk-arenburg,"Капітан мінскага ""Дынама"" Аляксандр Гутар перайшоў у футбольны клуб расійскай прэм'ер-лігі ""Арэнбург"". Беларускі галкіпер сёння падпісаў кантракт тэрмінам на адзін сезон.",01.07.2016
Чэшскі прэзідэнт заклікаў да рэферэндуму аб членстве ў ЕС і НАТА,/be/news/20160701/1467378096-cheshski-prezident-zaklikau-da-referendumu-ab-chlenstve-u-es-i-nata,"Пра гэта ў пятніцу, 1 ліпеня, паведамляе Reuters.",01.07.2016
"Бюджэт пражытачнага мінімуму з 1 ліпеня складае Br169,94",/be/news/20160701/1467363301-byudzhet-prazhytachnaga-minimumu-z-1-lipenya-skladae-br16994,Аб гэтым паведамілі ў Міністэрстве працы і сацыяльнай абароны.,01.07.2016
117-гадовая мексіканка атрымала пасведчанне аб нараджэнні і памерла,/be/news/20160701/1467377801-117-gadovaya-meksikanka-atrymala-pasvedchanne-ab-naradzhenni-i-pamerla,Пра гэта піша Associated Press.,01.07.2016
"Растлумачаны парадак разліку зарплаты, пенсій, стыпендый, дапамог",/be/news/20160701/1467360734-rastlumachany-paradak-razliku-zarplaty-pensiy-stypendyy-dapamog,"Так, з 1 ліпеня бягучага года ўсе базавыя выплаты, устаноўленыя нарматыўнымі прававымі актамі (у тым ліку лакальнымі), падлягаюць змяншэнню ў 10 000 разоў.",01.07.2016
Вынікі выбараў прэзідэнта Аўстрыі прызнаныя несапраўднымі,/be/news/20160701/1467376769-vyniki-vybarau-prezidenta-austryi-pryznanyya-nesapraudnymi,Перагляду вынікаў выбараў дамагалася крайне правая аўстрыйская Партыя свабоды.,01.07.2016
Некаторыя віды цыгарэт даражэюць у Беларусі,/be/news/20160701/1467361520-nekatoryya-vidy-cygaret-darazheyuc-u-belarusi-z-1-lipenya,Паведамілі ў Міністэрстве па падатках і зборах.,01.07.2016
Christie's выставіў на продаж калекцыю рэчаў Рональда і Нэнсі Рэйган,/be/news/20160701/1467352852-christies-vystaviu-na-prodazh-kalekcyyu-rechau-ronalda-i-nensi-reygan,Калекцыя затым будзе выстаўлена на продаж 21 і 22 верасня ў Нью-Ёрку.,01.07.2016
Міхаіл Мясніковіч: роля канстытуцыйных судоў высокая ва ўсіх краінах,/be/news/20160701/1467368456-mihail-myasnikovich-rolya-kanstytucyynyh-sudou-vysokaya-va-usih-krainah,Заявіў сёння старшыня Савета Рэспублікі Нацыянальнага сходу Беларусі Міхаіл Мясніковіч на сустрэчы са старшынёй Канстытуцыйнага суда Расіі Валерыем Зоркіным,01.07.2016
ЦТ на 100 балаў у гэтым годзе здалі ўжо 263 чалавекі,/be/news/20160701/1467364048-ct-na-100-balau-u-getym-godze-zdali-uzho-263-chalaveki,Паведаміла намеснік прэм'ер-міністра Беларусі Наталля Качанава.,01.07.2016
Кіраўнік Petroperu сышоў у адстаўку пасля чарговага разліву нафты,/be/news/20160701/1467352642-kiraunik-petroperu-syshou-u-adstauku-paslya-chargovaga-razlivu-nafty,Пра гэта паведамляе Diario Perú 21.,01.07.2016
Наталля Качанава: уступная кампанія ў Беларусі праходзіць спакойна,/be/news/20160701/1467363687-natallya-kachanava-ustupnaya-kampaniya-u-belarusi-prahodzic-spakoyna,"У ""гэтым годзе, як у прынцыпе і мінулым, уступная кампанія, цэнтралізаванае тэсціраванне праходзіць зладжана і спакойна"", - адзначыла Наталля Качанава",01.07.2016
S&P панізіла рэйтынг Еўрасаюза з-за Brexit,/be/news/20160701/1467352386-sp-panizila-reytyng-eurasayuza-z-za-brexit,Аб гэтым перадае РІА Навіны са спасылкай на прэс-рэліз агенцтва.,01.07.2016
Нацбанк з 1 ліпеня зніжае стаўку рэфінансавання да 20 працэнтаў,/be/news/20160701/1467354722-nacbank-z-1-lipenya-znizhae-stauku-refinansavannya-da-20-pracentau,"Нацыянальны банк Беларусі з 1 ліпеня зніжае стаўку рэфінансавання да 20 працэнтаў, паведамілі ва ўпраўленні інфармацыі і грамадскіх сувязей Нацбанка.",01.07.2016
У Падмаскоўі грузавік абрынуў пешаходны мост,/be/news/20160701/1467352106-u-padmaskoui-gruzavik-abrynuu-peshahodny-most,Загінулых і пацярпелых няма. З-за абрушэння быў перакрыты рух у абодва бакі.,01.07.2016
"Работа АІС ""Разлік"" адноўлена",/be/news/20160701/1467357097-rabota-ais-razlik-adnoulena,"Работа АІС ""Разлік"" адноўлена, паведамілі ў ААТ ""Нябанкаўская крэдытна-фінансавая арганізацыя ""АРІП"".",01.07.2016
Азонавы пласт Зямлі пачаў аднаўляцца,/be/news/20160701/1467351927-azonavy-plast-zyamli-pachau-adnaulyacca,"Даследаванне апублікавана ў часопісе Science, коратка пра яго паведамляе выданне EurekAlert!",01.07.2016
Дэнамінацыя афіцыйнай грашовай адзінкі праведзена ў Беларусі,/be/news/20160701/1467353502-denaminacyya-aficyynay-grashovay-adzinki-pravedzena-u-belarusi,"Указам устанаўліваецца, што 1 беларускі рубель узору 2009 года роўны 100 беларускім капейкам узору 2009 года.",01.07.2016
Нацбанк апублікаваў курсы валют на 1 ліпеня з улікам дэнамінацыі,/be/news/20160701/1467353068-nacbank-apublikavau-kursy-valyut-na-1-lipenya-z-ulikam-denaminacyi,"Афіцыйны курс долара па Нацбанку ўстаноўлены на ўзроўні Br2,0053. Курс еўра склаў Br2,2210. Курс расійскага рубля - Br0,0312.",01.07.2016
Банкі аднаўляюць работу карткавых сістэм,/be/news/20160701/1467354016-banki-adnaulyayuc-rabotu-kartkavyh-sistem,Адным з першых паведаміў аб аднаўленні работы МТБанк.,01.07.2016
Да 34 градусаў цяпла чакаецца 1 ліпеня ў паўднёвых раёнах Беларусі,/be/news/20160630/1467282854-da-34-gradusau-cyapla-chakaecca-1-chervenya-u-paudnyovyh-rayonah-belarusi,"Днём 1-2 ліпеня ў многіх раёнах Беларусі максімальная тэмпература паветра складзе 30-32 градусы цяпла, па поўдні - да плюс 34, у сувязі з чым сіноптыкі аб'яўляюць аранжавы ўзровень небяспекі.",01.07.2016
Самы вялікі ў свеце алмаз не змаглі прадаць з аўкцыёну,/be/news/20160630/1467269811-samy-vyaliki-u-svece-almaz-ne-zmagli-pradac-z-aukcyyonu,"Меркавалася, што камень памерам з тэнісны мяч можа быць набыты прыкладна за 70 млн долараў.",30.06.2016
У гарачае надвор'е асаблівай рызыцы падвяргаюцца дзеці і пажылыя людзі,/be/news/20160630/1467272966-u-garachae-nadvore-asablivay-ryzycy-padvyargayucca-dzeci-i-pazhylyya-lyudzi,"МНС зноў нагадвае насельніцтву, што ў гарачае надвор'е неабходна захоўваць пэўныя правілы бяспекі, паведамілі БЕЛТА ў выратавальным ведамстве.",30.06.2016
"У журы прэміі ""Оскар"" запрасілі жанчын і прадстаўнікоў нацменшасцяў",/be/news/20160630/1467273560-u-zhury-premii-oskar-zaprasili-zhanchyn-i-pradstaunikou-nacmenshascyau,"Акадэмія пайшла на такі крок з-за скандалу, які разгарэўся падчас вызначэння намінантаў у 2015 годзе.",30.06.2016
"На Віцебшчыне будзе больш ягад і грыбоў, чым у іншых рэгіёнах краіны",/be/news/20160630/1467269664-na-vicebshchyne-budze-bolsh-yagad-i-grybou-chym-u-inshyh-regiyonah-krainy,Такі прагноз зрабілі вучоныя Нацыянальнай акадэміі навук Беларусі па выніках маніторынгу ў лясным фондзе.,30.06.2016
"У Лос-Анджэлесе памёр аўтар кнігі ""Шок будучыні""",/be/news/20160630/1467276747-u-los-andzhelese-pamyor-autar-knigi-shok-buduchyni,Факт смерці пацвердзіла кансалтынгавая фірма Тофлера Toffler Associates.,30.06.2016
Выгадней разлічвацца за праезд па платных дарогах электроннымі грашамі,/be/news/20160630/1467273798-vygadney-razlichvacca-za-praezd-pa-platnyh-darogah-elektronnymi-grashami,"Гэта прадугледжана пастановай Міністэрства транспарту і камунікацый ад 31 мая нумар 25, якая афіцыйна апублікавана сёння на Нацыянальным прававым інтэрнэт-партале.",30.06.2016
Плывец Майкл Фэлпс кваліфікаваўся на Гульні ў Рыо-дэ-Жанейра,/be/news/20160630/1467278611-plyvec-maykl-felps-kvalifikavausya-na-gulni-u-ryo-de-zhaneyra,"18-разовы алімпійскі чэмпіён выйграў чэмпіянат ЗША на дыстанцыі 200 метраў батэрфляем, і адабраўся на сваю пятую Алімпіяду.",30.06.2016
На час гарадскога свята — змяненні ў руху транспарту,/be/news/20160630/1467279624-na-chas-garadskoga-svyata-zmyanenni-u-ruhu-traspartu,"3 ліпеня ў сувязі з правядзеннем гарадскога свята па лыжаролерах на пляцоўцы перад ""Чыжоўка-Арэна"" і абмежаваннем руху ўсіх відаў транспарту па няцотным баку вуліцы Ташкенцкай.",30.06.2016
Ірландскія балельшчыкі атрымалі ў Парыжы медаль за добрыя паводзіны,/be/news/20160630/1467272722-irlandskiya-balelshchyki-atrymali-u-paryzhy-medal-za-dobryya-pavodziny,"Балельшчыкам была ўручана Гран Вермей, паведамляе прэс-служба УЕФА.",30.06.2016
Мінчане часцей за ўсё называюць дзяцей Арцёмамі і Лізаветамі,/be/news/20160630/1467271167-minchane-chascey-za-usyo-nazyvayuc-dzyacey-arcyomami-i-lizavetami,"У 2016 годзе самымі папулярнымі імёнамі нованароджаных сталі Арцём, Максім, Лізавета і Марыя, паведамілі ў аддзеле ЗАГС адміністрацыі Ленінскага раёна.",30.06.2016
"Француз праплыве вакол Ісландыі, калі яна пераможа на Еўра-2016",/be/news/20160630/1467285578-francuz-praplyve-vakol-islandyi-kali-yana-peramozha-na-eura-2016,Пра гэта ён напісаў у Twitter.,30.06.2016
Парад у Дзень Незалежнасці пачнецца ў Мінску ў 10.00,/be/news/20160630/1467281542-parad-u-dzen-nezalezhnasci-pachnecca-u-minsku-u-1000,"Час пачатку парада ў Мінску ў Дзень Незалежнасці перанесены на 10.00, паведамілі ў прэс-службе Мінгарвыканкама.",30.06.2016
"Цана аднаго кВт/гадз да 2020 года можа быць зніжана да 8 - 8,5 цэнта",/be/news/20160630/1467291731-cana-adnago-kvtgadz-da-2020-goda-mozha-byc-znizhana-da-8-85-centa,Пра гэта заявіў сёння намеснік прэм'ер-міністра Беларусі Уладзімір Сямашка на сумесным пасяджэнні Палаты прадстаўнікоў і Савета Рэспублікі Нацыянальнага сходу.,30.06.2016
Да 34 градусаў гарачыні будуць ў Беларусі ў першыя дні ліпеня,/be/news/20160630/1467291336-da-34-gradusau-garachyni-buduc-u-belarusi-u-pershyya-dni-lipenya,Пасля нядоўгага перыяду аслаблення спёкі і камфортных тэмператур у Беларусь зноў вяртаецца гарачыня.,30.06.2016
З уводам развязкі адкрываецца рух па вуліцы Філімонава,/be/news/20160630/1467278974-z-uvodam-razvyazki-adkryvaecca-ruh-pa-vulicy-filimonava,3 ліпеня будзе здадзена ў эксплуатацыю транспартная развязка і адкрыты рух усіх відаў транспарту па сталічнай вуліцы Філімонава.,30.06.2016
У Кабуле пры выбуху загінулі 40 выпускнікоў паліцэйскай акадэміі,/be/news/20160630/1467287652-u-kabule-pry-vybuhu-zaginuli-40-vypusknikou-paliceyskay-akademii,"Паведамляецца, што на шляху руху аўтакалоны спрацавалі два выбуховыя прыстасаванні.",30.06.2016
У Турцыі затрыманыя 13 падазроных па справе аб выбухах у аэрапорце,/be/news/20160630/1467285087-u-turcyi-zatrymanyya-13-padazronyh-pa-sprave-ab-vybuhah-u-aeraporce,"Па дадзеных агенцтва Anadolu, паліцыя правяла рэйды ў некалькіх раёнах Стамбула і ў горадзе Ізмір.",30.06.2016
Палата прадстаўнікоў прыняла папраўкі ў закон аб маладзёжнай палітыцы,/be/news/20160630/1467285539-palata-pradstaunikou-prynyala-paprauki-u-zakon-ab-maladzyozhnay-palitycy,"Палата прадстаўнікоў Нацыянальнага сходу Беларусі прыняла сёння ў першым чытанні папраўкі ў закон ""Аб асновах дзяржаўнай маладзёжнай палітыкі"".",30.06.2016
Міжнародная летняя школа беларусістыкі адкрываецца ў БДУ,/be/news/20160630/1467278154-mizhnarodnaya-letnyaya-shkola-belarusistyki-adkryvaecca-u-bdu,"У Рэспубліканскі інстытут вышэйшай школы БДУ для вывучэння беларускай мовы прыедуць больш як 70 слухачоў з Аўстраліі, Індыі, Украіны, Японіі, Партугаліі.",30.06.2016
Як будуць працаваць плацежныя тэрміналы?,/be/news/20160630/1467283360-yak-buduc-pracavac-placezhnyya-terminaly,У перыяд з 23.00 30 чэрвеня 2016 г. г. да 6.00 — 9.00 1 ліпеня 2016 г. разлікі банкаўскімі аплатнымі карткамі праводзіцца не будуць.,30.06.2016
Турцыя смуткуе па загінуўшых падчас тэракту ў аэрапорце Стамбула,/be/news/20160630/1467279024-turcyya-smutkue-pa-zaginuushyh-padchas-teraktu-u-aeraporce-stambula,"Сёння праходзіць пахаванне, у краіне жалоба.",30.06.2016
Асноўны ўклад у аднаўленне ВУП Беларусі дае прамысловасць,/be/news/20160630/1467281781-asnouny-uklad-u-adnaulenne-vup-belarusi-dae-pramyslovasc,Аб гэтым сёння заявіў намеснік прэм'ер-міністра Уладзімір Сямашка на сумесным пасяджэнні Палаты прадстаўнікоў і Савета Рэспублікі Нацыянальнага сходу Беларусі.,30.06.2016
Рэканструкцыю гісторыка-культурнай спадчыны акупіць турыстычная плынь,/be/news/20160630/1467285299-rekanstrukcyyu-gistoryka-kulturnay-spadchyny-akupic-turystychnaya-plyn,Такое меркаванне выказаў карэспандэнту БЕЛТА міністр культуры Беларусі Барыс Святлоў.,30.06.2016
"Беларусь з 1 ліпеня павышае экспартныя пошліны на нафту, нафтапрадукты",/be/news/20160630/1467270468-belarus-z-1-lipenya-pavyshae-ekspartnyya-poshliny-na-naftu-naftapradukty,"Гаворыцца ў пастанове Савета Міністраў нумар 503 ад 28 чэрвеня 2016 года, паведамілі ў беларускім урадзе.",30.06.2016
Ахвярамі магутнай паводкі ў Румыніі сталі два чалавекі,/be/news/20160630/1467272762-ahvyarami-magutnay-pavodki-u-rumynii-stali-dva-chalaveki,Вышыня вады ў затопленых месцах перавысіла метр.,30.06.2016
Абмежаванні руху падчас рэпетыцый да парада,/be/news/20160630/1467275397-abmezhavanni-ruhu-padchas-repetycyy-da-parada,"Адбудзецца гэта 30 чэрвеня і 1 ліпеня ў перыяд з 13 да 17 гадзін, а таксама 2 ліпеня -- з 11 да 17 гадзін.",30.06.2016
Аляксандр Лукашэнка: паміж Беларуссю і ЕС наладжваюцца добрыя адносіны,/be/news/20160630/1467277907-alyaksandr-lukashenka-pamizh-belarussyu-i-es-naladzhvayucca-dobryya,Аб гэтым заявіў Прэзідэнт Беларусі Аляксандр Лукашэнка сёння на сустрэчы з міністрам замежных спраў Чэхіі Любамірам Зааралекам.,30.06.2016
Упаў лёгкаматорны самалёт: загінулі два чалавекі,/be/news/20160630/1467276004-upau-lyogkamatorny-samalyot-zaginuli-dva-chalaveki,Прычына падзення ўсталёўваецца.,30.06.2016
Міхаіл Мясніковіч: праграмы сацыяльнага забеспячэння не будуць урэзаны,/be/news/20160630/1467274650-mihail-myasnikovich-pragramy-sacyyalnaga-zabespyachennya-ne-buduc-urezany,Аб гэтым заявіў старшыня Савета Рэспублікі Нацыянальнага сходу Міхаіл Мясніковіч на пасяджэнні круглага стала.,30.06.2016
Чорная скрыня егіпецкага самалёта фіксавала дым перад знікненнем,/be/news/20160630/1467272213-chornaya-skrynya-egipeckaga-samalyota-fiksavala-dym-perad-zniknennem,"Другі самапісец, які запісваў перамовы пілотаў, пакуль не адноўлены.",30.06.2016
Новыя памеры камандзіровачных устаноўлены ў Беларусі з 1 ліпеня,/be/news/20160630/1467268236-novyya-pamery-kamandzirovachnyh-ustanouleny-u-belarusi-z-1-lipenya,Новыя памеры камандзіровачных расходаў у межах Беларусі ўстаноўлены з 1 ліпеня. Такая інфармацыя размешчана на Нацыянальным прававым інтэрнэт-партале.,30.06.2016
У амерыканскай Мантане грызлі забіў веласіпедыста,/be/news/20160630/1467268465-u-amerykanskay-mantane-gryzli-zabiu-velasipedysta,"38-гадовы веласіпедыст Брэд Трэт ехаў у пары з іншым спартсменам, калі яны сустрэлі мядзведзя.",30.06.2016
Абмеркаваны графікі перапраграмавання кас на работу з новымі грашамі,/be/news/20160630/1467266937-abmerkavany-grafiki-perapragramavannya-kas-na-rabotu-z-novymi-grashami,Графікі перапраграмавання кас і вагаў на работу з новымі грашамі абмеркаваны сёння ў Міністэрстве гандлю на відэаканферэнцыі з рэгіёнамі.,30.06.2016
Прагноз надвор'я на 30 чэрвеня,/be/news/20160629/1467199587-pragnoz-nadvorya-na-30-chervenya,Чакаецца пераменная воблачнасць.,30.06.2016
У Нэшвіле памёр гітарыст Элвіса Прэслі Скоці Мур,/be/news/20160629/1467186617-u-neshvile-pamyor-skoci-mur-gitaryst-elvisa-presli,Яму было 84 гады.,29.06.2016
Беларускія грацыі выступяць на этапе Кубка свету ў Берліне,/be/news/20160629/1467199285-belaruskiya-gracyi-vystupyac-na-etape-kubka-svetu-u-berline,Лепшыя грацыі планеты плануюць у бліжэйшы ўік-энд выступіць у Берліне на 8-м этапе Кубка свету па мастацкай гімнастыцы.,29.06.2016
"Фінал сезону ""Гульні тронаў"" пабіў рэкорд праглядаў",/be/news/20160629/1467190348-final-sezonu-gulni-tronau-pabiu-rekord-praglyadau,"За першы дзень пасля выхаду серыі пад назвай ""Вятры зімы"" яе паглядзелі больш за 8,9 мільёна гледачоў.",29.06.2016
Васіль Шарапаў стаў ганаровым грамадзянінам Мінска,/be/news/20160629/1467198825-vasil-sharapau-stau-ganarovym-gramadzyaninam-minska,Такое рашэнне прынята сёння на сесіі Мінскага гарадскога Савета дэпутатаў.,29.06.2016
Статую Ліанэля Мэсі ўсталявалі ў Буэнас-Айрэсе,/be/news/20160629/1467195324-statuyu-lianelya-mesi-ustalyavali-u-buenas-ayrese,"Скульптура форварда ""Барселоны"" зроблена з бронзы.",29.06.2016
Лепшых вучняў 8-11 класаў Мінска заахвоцяць грашовымі прэміямі,/be/news/20160629/1467198319-lepshyh-vuchnyau-8-11-klasau-minska-zaahvocyac-grashovymi-premiyami,"У Мінску заснаваны 100 штогадовых прэмій школьнікам, якія дабіліся высокіх вынікаў на гарадскіх, рэспубліканскіх, міжнародных алімпіядах, конкурсах, канферэнцыях, турнірах, спаборніцтвах.",29.06.2016
Плацежныя тэрміналы будуць працаваць у звычайным рэжыме,/be/news/20160629/1467216277-placezhnyya-terminaly-buduc-pracavac-u-zvychaynym-rezhyme,Па тэхнічных прычынах будзе немагчыма разлічвацца банкаўскімі карткамі толькі ў перыяд з 23.30 30 чэрвеня да 8.00 1 ліпеня бягучага года.,29.06.2016
Мабільны тэлефон у ваннай стаў прычынай смерці школьніцы ў Маскве,/be/news/20160629/1467197631-mabilny-telefon-u-vannay-stau-prychynay-smerci-shkolnicy-u-maskve,Дзяўчынку забіла токам падчас зарадкі тэлефона. Яна прымала ванну разам з гаджэтам.,29.06.2016
Мінпрацы ўстанавіла памер утрымання сродкаў для выплаты зарплаты,/be/news/20160629/1467197785-minpracy-ustanavila-pamer-utrymannya-srodkau-dlya-vyplaty-zarplaty,У Беларусі вызначаны памер утрымання з наймальнікаў сродкаў для забеспячэння своечасовай выплаты заработнай платы з улікам дэнамінацыі.,29.06.2016
